customer_id,customer_name,industry,account_created,customer_segment
457,Lowery-Kennedy,Manufacturing,2022-03-04,Mid-Market
458,Blake Group,Education,2023-12-31,Mid-Market
459,Gilbert-Bullock,Manufacturing,2022-01-18,Small Business
460,Scott and Sons,Technology,2022-07-23,Mid-Market
461,"Bentley, Lynch and Henderson",Retail,2025-08-11,Small Business
462,Young-Martinez,Finance,2024-05-20,Enterprise
463,Barnes PLC,Education,2025-07-16,Enterprise
464,Brown-Copeland,Manufacturing,2022-02-14,Enterprise
465,Carlson-Smith,Finance,2022-12-07,Mid-Market
466,"Andrews, Higgins and Carter",Retail,2021-01-25,Enterprise
467,Mendez and Sons,Healthcare,2021-03-26,Mid-Market
468,"Butler, Beck and Miller",Finance,2023-07-30,Enterprise
469,Jones-Fox,Education,2024-12-23,Enterprise
470,"Hartman, Romero and Smith",Healthcare,2025-09-02,Mid-Market
471,Williams-Hughes,Education,2024-08-24,Small Business
472,King-Smith,Technology,2025-07-25,Mid-Market
473,Cooper Ltd,Finance,2024-04-07,Small Business
474,"Fuller, Ingram and Moss",Healthcare,2022-12-29,Enterprise
475,Anderson-Bell,Finance,2023-02-22,Small Business
476,Li-Thompson,Retail,2024-12-16,Mid-Market
477,"Marshall, Dominguez and Welch",Technology,2023-12-26,Enterprise
478,Brown Group,Healthcare,2022-05-11,Enterprise
479,Carter Inc,Finance,2023-05-21,Small Business
480,Blackwell LLC,Technology,2022-08-23,Small Business
481,Robertson-Hays,Technology,2021-12-31,Enterprise
482,"Kennedy, Johnson and Lucas",Finance,2021-04-25,Enterprise
483,Kelly-Norman,Retail,2024-08-09,Small Business
484,"Rivera, Martinez and Richardson",Healthcare,2021-03-04,Enterprise
485,Paul-Kline,Finance,2023-02-01,Mid-Market
486,Morgan-Lopez,Manufacturing,2022-10-17,Mid-Market
487,"Jimenez, Glass and Stone",Finance,2021-08-12,Small Business
488,Acosta Inc,Finance,2021-11-24,Enterprise
489,Morrison-Short,Technology,2021-04-29,Small Business
490,"Carter, Garcia and Murphy",Healthcare,2024-11-02,Mid-Market
491,Parker-Morrison,Manufacturing,2021-06-15,Enterprise
492,Jackson-Wallace,Technology,2023-02-14,Mid-Market
493,Williams-Berg,Education,2021-06-01,Small Business
494,Mendez-Graham,Manufacturing,2024-06-17,Small Business
495,"Whitney, Gould and Jones",Finance,2024-10-09,Enterprise
496,"Sullivan, Palmer and Brady",Manufacturing,2023-01-13,Mid-Market
497,Cisneros and Sons,Healthcare,2025-08-18,Small Business
498,"Gregory, Kim and Martinez",Technology,2022-11-21,Small Business
499,Osborne LLC,Finance,2021-07-09,Small Business
500,Reyes-Bradley,Education,2022-03-26,Enterprise
