order_id,transaction_date,customer_name,region,sales_rep,product_name,category,quantity,unit_price,subtotal,discount_percent,discount_amount,total_amount,sales_cycle_days,status
ORD-2022-04992,22/03/2022,,North,Jill Rhodes,Office Chair,Furniture,7,247.15,1730.05,0,0,1730.05,61,Completed
ORD-2022-09060,3/10/2022,"Huang, Cole and Pacheco",,Jeremy Roberts,Bookshelf,Furniture,10,758.06,7580.6,20,1516.12,6064.48,24,Completed
ORD-2022-09587,12/14/2022,Wolf-Harris,East,Cynthia Diaz,Bookshelf,Furniture,9,881.62,7934.58,15,1190.19,6744.39,82,Pending
ORD-2022-04366,3/1/2022,"Hale, Myers and Larson",Central,Debra Gardner,Pen Set,Office Supplies,8,44.05,352.4,5,17.62,334.78,35,Completed
ORD-2024-03964,4/12/2024,Johnson-Carlson,East,Patricia Miller,Standing Desk,Furniture,8,696.15,5569.2,5,278.46,5290.74,12,Cancelled
ORD-2024-01825,12/28/2024,Suarez LLC,Central,Jeremy Roberts,Stapler Pro,Office Supplies,5,93.38,466.9,15,70.03,396.87,49,COMPLETED
ORD-2023-01928,14/08/2023,Good-Hodges,South,Anthony Gonzalez,Notebook Pack,Office Supplies,6,13.32,79.92,,0,79.92,,COMPLETED
ORD-2022-06383,3/28/2022,Wright and Sons,South,Lisa Smith,Wireless Mouse,Electronics,1,"$1,825.42 ",1825.42,10,182.54,1642.88,,Completed
ORD-2022-03311,6/14/2022,"Burke, Martinez and Riggs",East,Debra Gardner,Filing Cabinet,Furniture,7,434.8,3043.6,0,0,3043.6,87,Completed
ORD-2024-04589,6/17/2024,Jones Inc,North,Jeremy Roberts,"Monitor 27""",Electronics,49,"$2,255.14 ",110501.86,5,5525.09,104976.77,83,Completed
ORD-2023-09082,9/15/2023,Dean-Jimenez,Central,Janet Williams,"Monitor 27""",Electronics,9,$634.11 ,5706.99,20,1141.4,4565.59,2,Completed
ORD-2024-02776,11/18/2024,Collins Group,Nrth,Patricia Miller,standing desk,Furniture,34,"$1,160.63 ",39461.42,0,0,39461.42,50,Completed
ORD-2023-10966,4/19/2023,"Reyes, Chase and Jenkins",North,Melanie Munoz,"Monitor 27""",Electronics,1,1429.25,1429.25,20,285.85,1143.4,18,Completed
ORD-2024-08703,25/05/2024,"Suarez, Shields and Hill",Central,Lindsay Blair,Desktop Station,Electronics,26,577.2,15007.2,0,0,15007.2,53,Completed
ORD-2023-01116,4/26/2023,Burgess-Thompson,Central,Christopher Davis,Calculator,Office Supplies,6,85.26,511.56,15,76.73,434.83,20,Completed
ORD-2024-06620,21/05/2024,Baker and Sons,East,Robert Johnson,Filing Cabinet,Furniture,46,1753.87,80678.02,10,8067.8,72610.22,3,Completed
ORD-2023-05097,9/15/2023,"Becker, Taylor and Davis",West,Linda Wolfe,Conference Table,Furniture,4,$480.30 ,1921.2,0,0,1921.2,66,Completed
ORD-2024-02963,3/15/2024,,Sout,Lisa Smith,Calculator,Office Supplies,2,61.94,123.88,15,18.58,105.3,58,Completed
ORD-2023-01651,9/13/2023,Lee-Davis,Central,Linda Wolfe,Standing Desk,Furniture,15,$288.31 ,4324.65,0,0,4324.65,59,Completed
ORD-2023-05193,3/25/2023,Gray Group,West,Jeffrey Lawrence,Standing Desk,Furniture,5,805.51,4027.55,20,805.51,3222.04,19,Completed
ORD-2022-07168,10/11/2022,Hicks-Hill,West,Lisa Smith,Keyboard Elite,Electronics,7,316.54,2215.78,10,221.58,1994.2,71,Completed
ORD-2024-03427,8/31/2024,"Reyes, Chase and Jenkins",North,Cynthia Diaz,Calculator,Office Supplies,2,90.45,180.9,10,18.09,162.81,58,COMPLETED
ORD-2024-08112,10/8/2024,"Wood, Hunter and Peterson",Central,Jeremy Roberts,Keyboard Elite,Electronics,5,2140.92,10704.6,0,0,10704.6,3,Completed
ORD-2023-07156,4/24/2023,Suarez LLC,East,Christopher Hall,Paper Ream,Office Supplies,3,72.32,216.96,5,10.85,206.11,,Completed
ORD-2024-01290,1/22/2024,,South,Christopher Davis,Filing Cabinet,Furniture,8,1516.18,12129.44,10,1212.94,10916.5,84,Completed
ORD-2024-03671,2/22/2024,"Woods, Calhoun and Schmidt",North,Lindsay Blair,Laptop Pro,Electronics,2,337.62,675.24,20,135.05,540.19,27,Completed
ORD-2022-04110,10/9/2022,"Rosales, Mitchell and Hines",West,Robert Johnson,Paper Ream,Office Supplies,5,$131.08 ,655.4,,32.77,622.63,60,COMPLETED
ORD-2022-04487,11/3/2022,King-Martinez,West,Anthony Gonzalez,  Pen Set  ,Office Supplies,3,129.3,387.9,15,58.18,329.72,86,Completed
ORD-2024-09119,12/9/2024,Herman-Walker,West,Danielle Johnson,Laptop Pro,Electronics,3,1387.39,4162.17,0,0,4162.17,81,Completed
ORD-2024-10252,9/2/2024,Hernandez Ltd,West,Christopher Davis,Keyboard Elite,Electronics,2,"$1,772.95 ",3545.9,0,0,3545.9,4,COMPLETED
ORD-2023-07989,7/31/2023,"Watson, Anderson and Brown",North,Craig Ramirez,Standing Desk,Furniture,5,425.66,2128.3,0,0,2128.3,12,Completed
ORD-2022-01573,3/27/2022,Smith-Grimes,Central,Craig Ramirez,Bookshelf,Furniture,6,1376.53,8259.18,5,412.96,7846.22,77,COMPLETED
ORD-2024-04166,20/11/2024,"Brown, Valdez and Lucas",West,Patricia Miller,pen set,Office Supplies,9,68.5,616.5,0,0,616.5,55,Completed
ORD-2024-04948,1/25/2024,Rowe Group,West,Susan Rogers,Stapler Pro,Office Supplies,3,110.85,332.55,,0,332.55,6,Completed
ORD-2023-04692,12/31/2023,"Harrison, Johnson and Roberts",West,Joshua Walker,Calculator,Office Supplies,7,114.77,803.39,10,80.34,723.05,,Completed
ORD-2023-09083,11/11/2023,Rodriguez-Johnson,West,Jeffery Wagner,"Monitor 27""",Electronics,7,970.7,6794.9,0,0,6794.9,69,Cancelled
ORD-2022-07418,9/14/2022,Howard-Jordan,East,Christopher Hall,Pen Set,Office Supplies,10,131.63,1316.3,5,65.81,1250.49,81,Completed
ORD-2024-04535,3/10/2024,Torres-Pope,North,Cynthia Diaz,Standing Desk,Furniture,7,419.37,2935.59,5,146.78,2788.81,40,Completed
ORD-2024-09523,17/03/2024,"Hartman, Romero and Smith",East,Matthew Moore,"Monitor 27""",Electronics,10,1879.86,18798.6,0,0,18798.6,29,Completed
ORD-2024-09576,4/22/2024,Wilson-Jones,South,Janet Williams,Paper Ream,Office Supplies,3,22.59,67.77,0,0,67.77,69,COMPLETED
ORD-2024-10960,11/10/2024,Medina-Navarro,East,Amanda Dudley,Desktop Station,Electronics,26,1204.17,31308.42,0,0,31308.42,72,Completed
ORD-2022-10516,11/8/2022,"Carlson, Hooper and Wall",West,Lisa Smith,Stapler Pro,Office Supplies,1,$122.29 ,122.29,20,24.46,97.83,3,CANCELLED
ORD-2023-04461,10/7/2023,Jackson-Meza,East,Linda Wolfe,Conference Table,Furniture,1,962.61,962.61,,0,962.61,17,COMPLETED
ORD-2022-02059,1/23/2022,"Ramirez, Strickland and Washington",North,Debra Gardner,Notebook Pack,Office Supplies,4,137.36,549.44,15,82.42,467.02,11,Pending
ORD-2022-09350,28/11/2022,"Yates, Ramsey and Pittman",South,Christopher Hall,Office Chair,Furniture,8,1486.73,11893.84,15,1784.08,10109.76,16,COMPLETED
ORD-2023-04957,11/16/2023,King-Martinez,South,Susan Rogers,Notebook Pack,Office Supplies,8,98.65,789.2,20,157.84,631.36,73,Completed
ORD-2024-03195,5/21/2024,Sanders-Espinoza,Central,Danielle Johnson,Notebook Pack,Office Supplies,21,34.96,734.16,0,0,734.16,31,Completed
ORD-2024-05119,5/21/2024,Ramirez Group,North,Cynthia Diaz,Calculator,Office Supplies,4,869.7,347.88,15,52.18,295.7,67,Cancelled
ORD-2022-07085,8/27/2022,"Ferrell, Rice and Maddox",North,Nicholas Arnold,"Monitor 27""",Electronics,2,1883.65,3767.3,0,0,3767.3,58,Pending
ORD-2023-10924,3/23/2023,Novak PLC,Sout,Anthony Gonzalez,Calculator,Office Supplies,1,$93.16 ,93.16,5,4.66,88.5,24,Completed
ORD-2023-02244,11/10/2023,"Kennedy, Johnson and Lucas",North,Cynthia Diaz,Standing Desk,Furniture,1,544.98,544.98,0,0,544.98,68,Completed
ORD-2022-02605,5/13/2022,"Hoffman, Baker and Richards",East,Susan Rogers,Conference Table,Furniture,10,"$1,340.91 ",13409.1,0,0,13409.1,63,Completed
ORD-2023-03969,12/8/2023,Cortez LLC,North,Maria Montgomery,Notebook Pack,Office Supplies,4,$96.92 ,387.68,20,77.54,310.14,40,Completed
ORD-2024-02891,6/1/2024,Garner-Thornton,West,Joshua Walker,Stapler Pro,Office Supplies,1,$148.33 ,148.33,0,0,148.33,59,Completed
ORD-2023-07250,8/8/2023,"Wilson, Pena and Rich",North,Debra Gardner,Paper Ream,Office Supplies,6,$119.06 ,714.36,15,107.15,607.21,2,Completed
ORD-2024-06183,3/25/2024,,North,Jill Rhodes,Office Chair,Furniture,4,1006.92,4027.68,10,402.77,3624.91,72,Completed
ORD-2024-06648,16/03/2024,Brown-Wall,North,Maria Montgomery,Keyboard Elite,Electronics,6,1918.29,11509.74,15,1726.46,9783.28,41,Completed
ORD-2022-09678,18/03/2022,Garcia-Jennings,East,Patricia Miller,Wireless Mouse,Electronics,2,$552.04 ,1104.08,20,220.82,883.26,72,COMPLETED
ORD-2022-01310,4/22/2022,Morgan-French,North,Debra Gardner,Notebook Pack,Office Supplies,41,135.71,5564.11,,278.21,5285.9,82,Completed
ORD-2022-06945,26/05/2022,"Bryan, Smith and Booth",North,Lisa Smith,Stapler Pro,Office Supplies,1,72.58,72.58,20,14.52,58.06,69,Completed
ORD-2023-02045,12/24/2023,Jones-Lin,East,Robert Johnson,Office Chair,Furniture,7,990.73,6935.11,10,693.51,6241.6,84,Cancelled
ORD-2022-07008,22/11/2022,Carter Inc,Central,Nicholas Arnold,Pen Set,Office Supplies,2,134.66,269.32,10,26.93,242.39,86,Pending
ORD-2022-02295,14/06/2022,Gutierrez Group,South,Robert Johnson,"Monitor 27""",Electronics,2,705.03,1410.06,15,211.51,1198.55,72,Completed
ORD-2024-09470,5/6/2024,"Turner, Ortiz and Taylor",West,Christopher Davis,Paper Ream,Office Supplies,3,43.6,130.8,15,19.62,111.18,68,Completed
ORD-2023-01697,28/03/2023,"Booker, Jones and Harrington",South,Maria Montgomery,Conference Table,Furniture,10,771.83,7718.3,15,1157.74,6560.56,29,Completed
ORD-2024-05235,23/04/2024,"Johnson, Miller and King",West,Jill Rhodes,Bookshelf,Furniture,3,644.07,1932.21,10,193.22,1738.99,71,Completed
ORD-2024-03555,12/6/2024,"Whitney, Gould and Jones",Est,Patricia Miller,Standing Desk,Furniture,6,$715.96 ,4295.76,5,214.79,4080.97,23,Completed
ORD-2024-06608,28/11/2024,Burton Ltd,East,Jill Rhodes,Stapler Pro,Office Supplies,50,107.45,5372.5,0,0,5372.5,55,Completed
ORD-2024-02966,4/9/2024,"Guerrero, Peck and Coleman",South,Nicholas Arnold,"Monitor 27""",Electronics,1,1062.77,1062.77,10,106.28,956.49,72,COMPLETED
ORD-2024-10350,8/22/2024,Riggs PLC,South,Linda Wolfe,Laptop Pro,Electronics,4,955.74,3822.96,0,0,3822.96,47,Completed
ORD-2023-05714,8/30/2023,Lopez-Martinez,Central,Jill Rhodes,"Monitor 27""",Electronics,8,1426.45,11411.6,15,1711.74,9699.86,54,Completed
ORD-2022-10983,14/06/2022,"Martinez, Richardson and Curry",West,Jill Rhodes,Bookshelf,Furniture,2,544.7,1089.4,0,0,1089.4,68,Completed
ORD-2023-09832,8/22/2023,George Group,Central,Patricia Miller,Notebook Pack,Office Supplies,10,124.04,1240.4,0,0,1240.4,21,Completed
ORD-2023-10045,8/1/2023,Ford-Spencer,North,Janet Williams,Wireless Mouse,Electronics,3,594.37,1783.11,0,0,1783.11,58,Completed
ORD-2023-07087,8/12/2023,Bryant Group,South,Linda Wolfe,Bookshelf,Furniture,8,910.02,7280.16,,0,7280.16,39,Completed
ORD-2023-05112,11/2/2023,,Central,Joshua Walker,Paper Ream,Office Supplies,9,42.16,379.44,5,18.97,360.47,57,Completed
ORD-2023-05167,1/4/2023,"Duran, Obrien and Gibbs",North,Susan Rogers,Stapler Pro,Office Supplies,2,149.61,299.22,0,0,299.22,31,COMPLETED
ORD-2022-04456,5/5/2022,"Huang, Cole and Pacheco",West,Cynthia Diaz,Filing Cabinet,Furniture,7,"$1,210.42 ",8472.94,15,1270.94,7202,75,Completed
ORD-2023-05500,15/05/2023,"Conner, Li and Santiago",West,Linda Wolfe,"Monitor 27""",Electronics,6,996.44,5978.64,0,0,5978.64,,Completed
ORD-2022-09085,11/14/2022,Chapman and Sons,North,Jeffery Wagner,Standing Desk,Furniture,5,$381.86 ,1909.3,5,95.47,1813.83,49,Cancelled
ORD-2023-06248,1/29/2023,Lowery-Kennedy,Est,Susan Rogers,Standing Desk,Furniture,4,1007.91,4031.64,0,0,4031.64,22,Completed
ORD-2023-01198,6/26/2023,"Evans, Hayden and Vaughn",North,Maria Montgomery,Pen Set,Office Supplies,1,61.21,61.21,5,3.06,58.15,25,Completed
ORD-2022-10336,3/23/2022,Gilbert PLC,East,Nicholas Arnold,"Monitor 27""",Electronics,1,2406.72,2406.72,10,240.67,2166.05,44,Completed
ORD-2023-08670,3/6/2023,Ramirez Group,East,Melanie Munoz,Pen Set,Office Supplies,10,33.94,339.4,0,0,339.4,41,Completed
ORD-2024-06408,1/23/2024,Carter Inc,South,Michelle Ray,Standing Desk,Furniture,2,1698.78,3397.56,,339.76,3057.8,42,Completed
ORD-2024-06072,4/15/2024,"Whitney, Gould and Jones",Central,Cynthia Diaz,Pen Set,Office Supplies,1,78.35,78.35,20,15.67,62.68,77,Completed
ORD-2022-09403,8/28/2022,,West,Jeremy Roberts,Wireless Mouse,Electronics,3,1358.16,4074.48,0,0,4074.48,88,Completed
ORD-2023-06263,19/09/2023,Davis PLC,West,Lisa Smith,Desktop Station,Electronics,8,299.55,2396.4,15,359.46,2036.94,80,Completed
ORD-2023-03669,2/15/2023,Combs Ltd,Central,Jeffrey Lawrence,keyboard elite,Electronics,6,13295.699999999999,7977.42,0,0,7977.42,20,Pending
ORD-2023-02646,11/25/2023,Johnson-Rogers,Central,Lisa Smith,Paper Ream,Office Supplies,8,$32.79 ,262.32,0,0,262.32,84,Completed
ORD-2024-10975,10/6/2024,Young-Allen,South,Matthew Moore,"Monitor 27""",Electronics,5,2452.64,12263.2,10,1226.32,11036.88,63,Completed
ORD-2024-05800,2/25/2024,Robinson-Brock,East,Jill Rhodes,Notebook Pack,Office Supplies,8,104.31,834.48,5,41.72,792.76,38,Completed
ORD-2023-07715,5/21/2023,"Williams, Johnson and Wright",East,Patricia Miller,Notebook Pack,Office Supplies,10,54.57,545.7,10,54.57,491.13,35,COMPLETED
ORD-2022-02658,5/9/2022,Cooper Ltd,Central,Debra Gardner,Conference Table,Furniture,8,1527.28,12218.24,10,1221.82,10996.42,41,Completed
ORD-2023-10552,5/23/2023,"Kim, Gonzales and Mills",West,Linda Wolfe,Desktop Station,Electronics,2,2174.2,4348.4,10,434.84,3913.56,12,Completed
ORD-2024-07658,11/29/2024,"Baker, Mason and White",South,Craig Ramirez,Conference Table,Furniture,8,1506.3,12050.4,0,0,12050.4,39,Completed
ORD-2023-07503,6/6/2023,"Henderson, Cox and Cox",West,Anthony Gonzalez,Bookshelf,Furniture,5,1092.5,5462.5,0,0,5462.5,41,Completed
ORD-2024-04049,6/13/2024,"Wright, Garcia and Deleon",North,Amanda Dudley,Stapler Pro,Office Supplies,7,61.07,427.49,20,85.5,341.99,44,Completed
ORD-2023-01682,2/24/2023,Robertson-Hays,West,Craig Ramirez,"Monitor 27""",Electronics,2,"$2,455.94 ",4911.88,15,736.78,4175.1,75,Completed
ORD-2022-09432,1/9/2022,Russell-Daniels,West,Christopher Hall,Filing Cabinet,Furniture,3,347.1,1041.3,20,208.26,833.04,56,Completed
ORD-2023-09917,3/22/2023,Jackson-Wallace,West,Robert Johnson,Bookshelf,Furniture,4,1002.89,4011.56,5,200.58,3810.98,,COMPLETED
ORD-2022-04978,1/26/2022,Jones-Young,East,Christopher Hall,Laptop Pro,Electronics,4,1030.45,4121.8,,0,4121.8,70,Completed
ORD-2024-05220,9/10/2024,"Kennedy, Johnson and Lucas",West,Craig Ramirez,Pen Set,Office Supplies,-6,37.29,223.74,0,0,223.74,47,Completed
ORD-2024-01118,1/13/2024,Torres-Pope,West,Jeffrey Lawrence,Desktop Station,Electronics,6,2455.18,14731.08,,0,14731.08,16,Cancelled
ORD-2023-07110,2/17/2023,"Carroll, Sullivan and Bass",South,Joshua Walker,Standing Desk,Furniture,8,922.1,7376.8,0,0,7376.8,40,Pending
ORD-2022-05622,6/22/2022,Davis and Sons,Central,Jeffrey Lawrence,Paper Ream,Office Supplies,6,$52.87 ,317.22,15,47.58,269.64,54,Completed
ORD-2024-06485,23/08/2024,Thompson-James,West,Christopher Davis,Office Chair,Furniture,11,347.37,3821.07,0,0,3821.07,69,Completed
ORD-2023-04503,8/19/2023,"Anderson, Roberts and Gilmore",North,Anthony Gonzalez,Standing Desk,Furniture,47,883.47,41523.09,20,8304.62,33218.47,52,Completed
ORD-2023-10741,11/3/2023,Henry Group,East,Melanie Munoz,Pen Set,Office Supplies,10,107.99,1079.9,5,54,1025.9,29,Completed
ORD-2022-08303,2/3/2022,Jones-Lin,Central,Christopher Davis,Bookshelf,Furniture,5,1195.97,5979.85,10,597.99,5381.86,30,Cancelled
ORD-2024-01543,7/5/2024,"Ferrell, Jones and Lewis",North,Amanda Dudley,Standing Desk,Furniture,5,200.31,1001.55,10,100.16,901.39,39,Completed
ORD-2023-07862,6/24/2023,Walsh LLC,West,Lindsay Blair,Desktop Station,Electronics,5,2097.1,10485.5,0,0,10485.5,75,Completed
ORD-2023-02814,3/30/2023,Spencer-Lee,East,Patricia Miller,Stapler Pro,Office Supplies,10,107.24,1072.4,20,214.48,857.92,65,Completed
ORD-2023-03346,6/1/2023,Morgan-Schwartz,West,Jeremy Roberts,Standing Desk,Furniture,6,279.7,1678.2,,0,1678.2,52,Pending
ORD-2022-09117,9/4/2022,"Lloyd, Mckinney and Collins",South,Linda Wolfe,Conference Table,Furniture,6,442.64,2655.84,,0,2655.84,40,Completed
ORD-2022-08302,3/22/2022,Mitchell-Jordan,West,Christopher Davis,Notebook Pack,Office Supplies,9,65.55,589.95,15,88.49,501.46,1,Completed
ORD-2023-02072,4/2/2023,Brennan-Johnson,West,Janet Williams,Standing Desk,Furniture,6,1598.65,9591.9,5,479.6,9112.3,60,Completed
ORD-2023-10151,6/9/2023,Lam LLC,South,Anthony Gonzalez,"monitor 27""",Electronics,29,533.4,15468.6,0,0,15468.6,1,Completed
ORD-2022-02060,4/2/2022,"Watts, Robinson and Nguyen",North,Lisa Smith,Bookshelf,Furniture,1,1778.39,1778.39,,0,1778.39,46,Completed
ORD-2022-08776,1/1/2022,Rodriguez-Graham,East,Janet Williams,Bookshelf,Furniture,9,1137.1,10233.9,15,1535.08,8698.82,56,Completed
ORD-2024-10205,8/23/2024,"Wilson, Pena and Rich",South,Anthony Gonzalez,Keyboard Elite,Electronics,2,426.77,853.54,20,170.71,682.83,,Completed
ORD-2022-03303,16/09/2022,Erickson and Sons,North,Amanda Dudley,Stapler Pro,Office Supplies,35,74.24,2598.4,5,129.92,2468.48,54,COMPLETED
ORD-2024-08759,6/29/2024,Moore-Collins,Central,Danielle Johnson,Wireless Mouse,Electronics,3,2089.15,6267.45,0,0,6267.45,,COMPLETED
ORD-2022-05617,11/12/2022,Manning Group,Central,Maria Montgomery,Conference Table,Furniture,7,851.47,5960.29,10,596.03,5364.26,58,Completed
ORD-2022-05953,6/20/2022,"Henderson, Cox and Cox",Central,Maria Montgomery,Stapler Pro,Office Supplies,10,146.19,1461.9,15,219.28,1242.62,81,Completed
ORD-2023-10227,2/6/2023,Jones LLC,East,Robert Johnson,"Monitor 27""",Electronics,2,"$1,874.56 ",3749.12,0,0,3749.12,45,Completed
ORD-2024-06719,7/4/2024,Crosby-Ramirez,South,Maria Montgomery,Keyboard Elite,Electronics,10,214.88,2148.8,5,107.44,2041.36,54,Completed
ORD-2023-01519,4/22/2023,Davis and Sons,East,Lindsay Blair,Desktop Station,Electronics,6,$504.11 ,3024.66,5,151.23,2873.43,60,Completed
ORD-2022-10864,24/04/2022,Price LLC,North,Joshua Walker,Conference Table,Furniture,7,1468.17,10277.19,0,0,10277.19,79,Completed
ORD-2024-02233,9/19/2024,Diaz-Ball,North,Amanda Dudley,Stapler Pro,Office Supplies,3,36.19,108.57,0,0,108.57,28,Completed
ORD-2024-09768,17/06/2024,Garcia-Lozano,North,Christopher Hall,Standing Desk,Furniture,6,1023.83,6142.98,0,0,6142.98,78,Completed
ORD-2024-07350,10/2/2024,Carlson-Smith,South,Craig Ramirez,Pen Set,Office Supplies,2,56.9,113.8,20,22.76,91.04,6,Completed
ORD-2023-03785,5/7/2023,Hernandez PLC,South,Jeremy Roberts,Notebook Pack,Office Supplies,2,31.81,63.62,,3.18,60.44,55,Completed
ORD-2023-01517,1/9/2023,"Avery, Horton and Fernandez",East,Christopher Hall,"monitor 27""",Electronics,10,830.55,8305.5,5,415.28,7890.22,63,Completed
ORD-2023-03661,4/5/2023,"Tran, Jordan and Williams",West,Patricia Miller,Wireless Mouse,Electronics,1,922.3,922.3,0,0,922.3,45,Completed
ORD-2022-03958,12/3/2022,Arnold and Sons,South,Lindsay Blair,Pen Set,Office Supplies,3,42.57,127.71,10,12.77,114.94,37,Completed
ORD-2024-09331,9/8/2024,Graham Group,East,Joshua Walker,Laptop Pro,Electronics,3,1908.85,5726.55,10,572.66,5153.89,54,Completed
ORD-2023-09205,1/8/2023,,South,Christopher Davis,Stapler Pro,Office Supplies,3,71.45,214.35,0,0,214.35,89,Completed
ORD-2022-07082,1/15/2022,Crosby-Ramirez,West,Christopher Hall,Conference Table,Furniture,9,1204.36,10839.24,20,2167.85,8671.39,86,Completed
ORD-2024-02578,8/30/2024,,Central,Jill Rhodes,Conference Table,Furniture,7,965.97,6761.79,10,676.18,6085.61,86,Completed
ORD-2023-06633,8/26/2023,"Kim, Gonzales and Mills",North,Joshua Walker,Pen Set,Office Supplies,49,29.76,1458.24,0,0,1458.24,14,Completed
ORD-2022-04221,8/16/2022,"Robinson, Jones and Welch",North,Christopher Davis,Paper Ream,Office Supplies,6,$117.90 ,707.4,5,35.37,672.03,75,Completed
ORD-2022-07136,30/09/2022,Carter Inc,,Lindsay Blair,Conference Table,Furniture,7,1750.7,12254.9,0,0,12254.9,51,Cancelled
ORD-2023-06251,4/19/2023,"Pugh, Henderson and Moon",North,Danielle Johnson,standing desk,Furniture,41,443.85,18197.85,0,0,18197.85,65,Completed
ORD-2023-05988,10/8/2023,Smith-Bell,East,Robert Johnson,Filing Cabinet,Furniture,18,482.34,8682.12,0,0,8682.12,70,Completed
ORD-2023-05222,10/23/2023,Welch-Hogan,Central,Joshua Walker,Wireless Mouse,Electronics,3,2438.71,7316.13,0,0,7316.13,56,Completed
ORD-2024-06469,9/29/2024,"Wood, Hunter and Peterson",North,Amanda Dudley,Conference Table,Furniture,20,535.58,10711.6,0,0,10711.6,68,Completed
ORD-2022-10952,11/2/2022,Morgan-Lopez,Central,Cynthia Diaz,Laptop Pro,Electronics,1,2497.92,2497.92,0,0,2497.92,47,Completed
ORD-2022-08960,13/01/2022,Lee-Cooke,West,Christopher Davis,Bookshelf,Furniture,6,535.64,3213.84,5,160.69,3053.15,84,Completed
ORD-2022-09996,10/26/2022,Lewis-Murphy,South,Patricia Miller,Conference Table,Furniture,6,571.04,3426.24,0,0,3426.24,21,Completed
ORD-2023-08870,6/11/2023,Figueroa PLC,East,Lisa Smith,Wireless Mouse,Electronics,-5,2037.11,10185.55,0,0,10185.55,82,Completed
ORD-2022-05336,7/10/2022,Johnson-Carlson,West,Matthew Moore,Conference Table,Furniture,4,1402.2,5608.8,,280.44,5328.36,79,COMPLETED
ORD-2022-10992,30/06/2022,Morton-Chase,North,Patricia Miller,Bookshelf,Furniture,5,961.16,4805.8,15,720.87,4084.93,6,Completed
ORD-2023-08416,9/4/2023,"Alvarado, Miller and Patterson",North,Maria Montgomery,Desktop Station,Electronics,10,875.21,8752.1,0,0,8752.1,6,Completed
ORD-2022-05249,2/9/2022,"Watts, Robinson and Nguyen",Central,Debra Gardner,Notebook Pack,Office Supplies,2,29.01,58.02,5,2.9,55.12,2,COMPLETED
ORD-2023-05117,8/11/2023,Howell and Sons,West,Joshua Walker,stapler pro,Office Supplies,7,130.68,914.76,5,45.74,869.02,34,Completed
ORD-2024-04149,11/24/2024,"Estrada, Williams and Foster",East,Christopher Hall,Desktop Station,Electronics,6,1528,9168,0,0,9168,29,COMPLETED
ORD-2023-06615,7/31/2023,"Cole, Glass and Cunningham",West,Amanda Dudley,Calculator,Office Supplies,9,70.98,638.82,0,0,638.82,66,Completed
ORD-2023-10158,16/10/2023,"Smith, Gilmore and Johnston",North,Debra Gardner,"Monitor 27""",Electronics,6,774.03,4644.18,0,0,4644.18,55,Completed
ORD-2022-07593,11/14/2022,Wilson-Jimenez,West,Nicholas Arnold,Office Chair,Furniture,2,1522.46,3044.92,0,0,3044.92,50,Completed
ORD-2024-03817,13/07/2024,"Lopez, Jacobs and Mason",North,Christopher Hall,Office Chair,Furniture,50,582.75,29137.5,0,0,29137.5,42,Completed
ORD-2022-05922,5/2/2022,Paul-Kline,North,Michelle Ray,Standing Desk,Furniture,7,1186.92,8308.44,,0,8308.44,45,Completed
ORD-2024-05948,16/03/2024,"James, Stewart and Higgins",West,Amanda Dudley,Laptop Pro,Electronics,25,1160.64,29016,5,1450.8,27565.2,80,Completed
ORD-2023-10148,7/29/2023,Ramirez Group,East,Jeffery Wagner,Keyboard Elite,Electronics,7,4160.8,2912.56,0,0,2912.56,57,Completed
ORD-2022-07344,14/05/2022,"Joyce, Wilson and Lam",North,Christopher Davis,Pen Set,Office Supplies,9,126.82,1141.38,0,0,1141.38,36,Completed
ORD-2024-08998,10/28/2024,Reid-Poole,North,Patricia Miller,Bookshelf,Furniture,7,1451.19,10158.33,0,0,10158.33,84,Completed
ORD-2023-04784,4/17/2023,Morrison-Short,East,Robert Johnson,Office Chair,Furniture,8,"$1,711.25 ",13690,,2053.5,11636.5,16,Completed
ORD-2023-05972,4/16/2023,"Fuller, Ingram and Moss",West,Robert Johnson,Wireless Mouse,Electronics,5,"$2,040.23 ",10201.15,0,0,10201.15,88,COMPLETED
ORD-2023-01639,13/07/2023,"Garcia, Martin and Jenkins",Central,Susan Rogers,Office Chair,Furniture,5,632.52,3162.6,15,474.39,2688.21,87,Completed
ORD-2024-06025,6/5/2024,Reid-Poole,West,Susan Rogers,Filing Cabinet,Furniture,9,1439.41,12954.69,20,2590.94,10363.75,58,Completed
ORD-2024-04446,8/25/2024,Strickland-Shaw,North,Amanda Dudley,Desktop Station,Electronics,9,2095.66,18860.94,0,0,18860.94,60,Cancelled
ORD-2023-06316,4/27/2023,Erickson and Sons,Central,Anthony Gonzalez,Paper Ream,Office Supplies,4,49.57,198.28,5,9.91,188.37,82,Completed
ORD-2022-07278,10/22/2022,Harvey PLC,South,Craig Ramirez,Conference Table,Furniture,6,1311.65,7869.9,0,0,7869.9,38,Cancelled
ORD-2024-05233,8/23/2024,Larson-Holloway,West,Susan Rogers,Wireless Mouse,Electronics,1,369.95,369.95,20,73.99,295.96,56,Completed
ORD-2024-10156,11/13/2024,"Johnson, Miller and King",Central,Michelle Ray,Conference Table,Furniture,1,6110.599999999999,611.06,0,0,611.06,21,Completed
